word,turkish_translation
December,aralık
decision,karar
declaration,açıklayıcı deyim
declaration,açıklama
declaration,beyanat
decoration,nişan
decrease,azaltmak
decrease,azaltmak
deed,senet
deed,hareket
deed,vesika
deed,iş
deep,derin
deep,derin
deer,geyik
defeat,yenilgi
defeat,yenmek
defeat,yenilgi
defeat,yenmek
defender,savunucu
define,tanımlamak
definite article,belirli artikel
definite article,belirli tanımlık
degree,derece
delay,gecikme
delay,rötar
delay,ertelemek
delay,gecikme
delay,rötar
delay,ertelemek
delete,silmek
delicious,lezzetli
demand,istek
demand,talep
demand,istek
demand,talep
democracy,demokrasi
democratic,demokratik
demolish,yikmak
denim,kot
denim,blucin
denim,denim
dense,yoğun
dentist,diş tabibi
dentist,dişçi
department,bölüm
depressed,mağmum
depressed,gamlı
depressed,dertli
depressed,elemli
depressed,depresif
depressed,hüzünlü
depressed,kederli
depression,depresyon
derive,elde etmek
derive,türemek
derive,sağlamak
description,tanım
description,vasif
description,tavsif
desert,çöl
designer,dizayncı
designer,tasarımcı
designer,dizayncı
designer,tasarımcı
desire,arzu
desire,tutku
desire,arzu
desire,tutku
desktop,arka plan
desktop,masaüstü bilgisayar
desktop,masaüstü
desolation,harap
despair,umutsuzluk
desperate,ümitsiz
desperate,çaresiz
desperate,umutsuz
despite,karamazdan
dessert,tatlı
destiny,kader
destiny,alın yazısı
destiny,baht
destiny,felek
destiny,kısmet
destiny,yazgı
destiny,takdir
destroy,yok etmek
detailed,ayrıntılı
detailed,detaylı
development,gelişim
development,ilerleme
development,gelişme
development,kalkınma
device,aygıt
device,alet
device,cihaz
devil,şeytan
devil,İblis
devil,Şeytan
devote,adamak
diamond,elmas
diary,günlük
dictionary,sözlük
dictionary,lügat
die,ölmek
die,zar
difference,fark
difference,değişiklik
difference,ayrım
different,ayrı
different,çeşitli
different,farklı
different,başka
different,değişik
difficult,zor
difficult,güç
difficult,kıyın
difficult,titiz
difficulty,zorluk
digital,dijital
dilemma,ikilem
diligence,çalışkanlık
dim,mağmum
dining room,yemek salonu
dining room,salamanje
dining room,yemek odası
dinosaur,dinozor
diploma,diploma
direction,yön
director,yönetmen
director,müdür
dirt,zibil
dirt,kir
dirty,kirli
dirty,lekelemek
dirty,pis pis
dirty,pis
dirty,müstehcen
dirty,pisletmek
dirty,papaz
dirty,kirletmek
dirty,bulaşık
disappear,gözden kaybolmak
disappear,yoğalmak
disappointment,hayal kırıklığı
discharge,tahliye etmek
discipline,ceza
discipline,disiplin
disco,diskotek
disco,disko
discount,iskonto
discount,indirim
discover,keşfetmek
discuss,tartışmak
discussion,münakaşa
discussion,bahıs
discussion,söyleşi
discussion,tartışma
disease,sayrılık
disease,hastalık
disgusting,mide bulandırıcı
disgusting,iğrenç
dish,tanner
dish,sahan
dish,tabak
disorder,karışıklık
disorder,ihtilal
dispute,kavga
dispute,tartışmak
disregard,umursamama
disregard,uymama
disregard,takmama
disregard,aldırmazlık
distant,soğuk
distant,uzak
distant,mesafeli
distinguish,seçmek
distinguish,ayırmak
distinguish,ayırt etmek
distract,dikkati dağıtmak
distribute,paylaştırmak
distribute,dağıtmak
distribution,taksim
distributor,distribütör
district,semt
disturb,rahatsız etmek
diver,dalgıç
diver,balık adam
divine,ilahi
divine,lahuti
division,taksim
divorce,boşanmak
divorce,boşanma
divorce,boşamak
divorce,boşanmak
divorce,boşanma
divorce,boşamak
DNA,DNA
do,acaba
do,etmek
do,yeterli olmak
do,yapmak
do,uygun olmak
do,yatmak
dock,dok
document,belge
document,belgelemek
document,doküman
documentary,belgesel
dog,it
dog,köpek
dollar,dolar
dolphin,yunus
domestic,evcil
donate,bağışlamak
donation,bağişlama
donkey,eşekmerkep
donkey,eşek
door,kapı
dormitory,yatakhane
dot,nokta
double,çift
double,çift
double,çift
doubt,şüphelenmek
doubt,kuşku
doubt,şüphe
doubt,kuşkulanmak
doubt,şüphelenmek
doubt,kuşku
doubt,şüphe
doubt,kuşkulanmak
dove,güvercin
down,depresif
down,depresif
down,depresif
download,indirmek
download,indirmek
dowry,çeyiz
dowry,kalın
dowry,başlık
dowry,drahoma
dozen,düzine
dozen,düzine
drama,oyun
draw,çizmek
draw,çekmek
draw,çizmek
draw,çekmek
drawer,çekmece
dread,korku
dream,rüya
dream,hayal
dream,düş görmek
dream,ummak
dream,hayali olmak
dream,rüya görmek
dream,düş
dream,rüya
dream,hayal
dream,düş görmek
dream,ummak
dream,hayali olmak
dream,rüya görmek
dream,düş
dress,elbise
dress,giysi
dress,elbise
dress,giysi
drink,içmek
drink,içki içmek
drink,içki
drink,içecek
drink,alkollü içecek
drink,meşrubat
drink,içmek
drink,içki içmek
drink,içki
drink,içecek
drink,alkollü içecek
drink,meşrubat
driver,Şöför
driver,sürücü
drop,damla
drop,damla
drought,kuraklık
drown,boğulmak
drug,uyusturucu ilac
drug,narkotîk
drug,uyuşturucu
drunk,sarhoş
dry,kuru
dry,susuz
dry,kuru
dry,susuz
duck,ördek
duel,düello
dull,sıkıcı
dull,mat
dull,kör
dumb,bagas
dumb,dilsiz
dusty,tozlu
duty,görev
duty,ödev
DVD,DVD
dye,boyamak
dye,boya
dynasty,zürriyet
each,her
each,her biri
each,her
each,her biri
each other,birbiri
eagle,kartal
eagle,baz
eagle,şahbaz
eagle,on dolar
eagle,şehbaz
ear,kulak
early,erken
early,er
early,erken
early,er
earring,küpe
earth,arz
earth,dünya
earth,yer
earth,topraklamak
earth,Dünya
earth,toprak
earth,Yer
easily,kolayca
easily,kolaylıkla
east,doğudan
east,doğu
east,doğulu
east,şark
east,doğudan
east,doğu
east,doğulu
east,şark
east,doğudan
east,doğu
east,doğulu
east,şark
easy,kolay
easy,basit
eat,yemek
ecological,ekolojik
ecology,ekologi
economy,ekonomi
ecosystem,ekosistem
edit,değişiklik
edit,değiştirmek
edit,değişiklik
edit,değiştirmek
edition,basım
editor,editör
education,eğitim
effect,etki
effect,sonuç
effective,etkili
efficiency,Verimlilik
effort,çaba
egg,tohum
egg,yumurta
egg,ovum
eight,sekiz
eighteen,on sekiz
eighty,seksen
elbow,dirsek
electric,elektro-
electric,elektrikli
electric,elektrik
electrician,elektrikçi
elegant,şık
elegant,zarif
elegant,kibar
elephant,fil
elevator,asansör
eleven,on bir
else,daha
embarrassed,utandırmak
embarrassed,utanmak
embarrassed,sıkılmak
embarrassed,ekşimek
embassy,sefarethane
emergence,belirme
emotion,his
emperor,imparator
emphasis,kuvvet
empire,imparatorluk
employee,çalışan
employee,personel
empty,boş
end,son
end,nihayet
end,bitmek
end,son
end,nihayet
end,bitmek
ending,nihayet
ending,son
endless,sonsuz
endless,ölümsüz
endless,ebedi
endorse,desteklemek
endorse,havâle etmek
endorse,onaylamak
endorse,havale etmek
endorse,tasvip etmek
endorse,imzalamak
endorse,imzâlamak
endorse,cirolamak
endurance,dayanıklılık
enemy,düşman
engaged,sözlü
engaged,nişanlı
engagement,nişan
engine,lokomotif
engine,motor
engineer,mühendis
Englishman,İngiliz
engulf,kaplamak
enjoy,zevk almak
enjoy,haz almak
enormous,koskocaman
enough,yeter
enough,yeterli
enough,yeteri kadar
enough,yeter derecede
enough,yeterince
enough,yeter
enough,yeterli
enough,yeteri kadar
enough,yeter derecede
enough,yeterince
enough,yeter
enough,yeterli
enough,yeteri kadar
enough,yeter derecede
enough,yeterince
ensure,sağlamak
enter,girmek
enter,işlemek
entertaining,eğlenceli
entertainment,eğlence
enthusiasm,heves
enthusiasm,şevk
enthusiasm,coşku
enthusiastic,hevesli
enthusiastic,coşkulu
entire,bütün
entire,yekpare
entire,tüm
entire,tam
entitle,yetkilendirmek
entitle,adlandırmak
entitle,ünvan vermek
entitle,izin vermek
environment,çevre
environmentalist,çevreci
environmentally friendly,çevre dostu
episode,bölüm
equation,denklem
equipment,ekipman
equipment,malzeme
era,zaman
era,dönem
era,çağ
escalator,yürüyen merdiven
essay,deneme
essence,esas
establish,yerleştirmek
establish,yapmak
establish,tespit etmek
establish,saptamak
establishment,kurum
eternal,sonsuz
eternity,sonsuzluk
ethnic,etnik
euro,avro
evaluation,takdir
even,düz
even,dahi
even,bile
even,çift
even,da
even,düz
even,dahi
even,bile
even,çift
even,da
evening,akşam
evening,suare
event,olay
eventually,sonunda
every,her
everybody,herkes
everybody,âlem
everyone,herkes
everyone,âlem
everything,her şey
everything,herşey
evil,kötü
evil,şeytani
evil,kötülük
evil,cadı
evil,kötücül
evil,şeytanî
evil,kötü
evil,şeytani
evil,kötülük
evil,cadı
evil,kötücül
evil,şeytanî
exactly,tam
exactly,kesinlikle
exaggerate,abartmak
exaggeration,abartı
exaggeration,abartma
exam,sınav
examination,sınav
examination,muayene
examination,imtihan
example,örnek
example,ibret
excellence,mükemmellik
excellent,mükemmel
exception,istisna
excess,fazlalık
excess,artık
exchange,borsa
exchange,borsa
excited,heyecanlı
excitement,heyecan
excitement,coşku
exciting,heyecanlı
exclamation mark,ünlem
exclamation mark,ünlem işareti
exclusively,salt
excuse,bahane
excuse,bahane
execution,infaz
exhibit,ortaya koymak
exhibit,sergilemek
exhibit,göstermek
exhibit,sunmak
exhibit,ibraz etmek
exile,sürgün
exist,varoluş
existence,varlık
existing,varolan
existing,var
exit,uzaklaşmak
exit,ayrılmak
exit,çıkış
exit,çıkmak
exit,terk etmek
exit,uzaklaşmak
exit,ayrılmak
exit,çıkış
exit,çıkmak
exit,terk etmek
expensive,pahalı
experience,deneyim
experience,tecrübe
experience,deneyim
experience,tecrübe
experiment,deney
experiment,deney
expert,bilirkişi
expert,bilirkişi
exploration,kâşif
exploration,kaşif
expression,ifade
expression,anlatım
extent,kadar
extinct,söndürülmek
extra,ilave
extra,figüran
extra,ilave
extra,figüran
extra,ilave
extra,figüran
eye,göz
eye,göze girmek
eye,nazar
eyebrow,kaş
eyelash,kirpik
eyelid,gözkapağı
eyelid,göz kapağı
fabric,kumaş
fabulous,şahane
face,yüz
face,yüz
facilitate,kolaylaştırmak
fact,olgu
fact,hakikat
factor,etken
factor,faktör
factor,çarpan
factory,fabrika
faculty,fakülte
faculty,yeti
faint,baygın
faint,baygınlık
faint,bayılma
faint,bayılmak
faint,baygın
faint,baygınlık
faint,bayılma
faint,bayılmak
fair,beyaz tenli
fair,âdilâne
fair,fuar
fair,doğru
fair,adilane
fair,pazar
fair,kayda değer
fair,âdil
fair,hakkaniyetli
fair,adil
fair,güzel
fair,insaflı
fair,açık
fair,festival
fair,beyaz tenli
fair,âdilâne
fair,fuar
fair,doğru
fair,adilane
fair,pazar
fair,kayda değer
fair,âdil
fair,hakkaniyetli
fair,adil
fair,güzel
fair,insaflı
fair,açık
fair,festival
fairy,peri
fake,sahte
fall,düşmek
fall,sonbahar
fall,düşmek
fall,sonbahar
false,yanlış
false,yapay
false,yalan
false,sahte
fame,ün
familiar,tanıdık
family,aile
family,familya
family,akraba
famous,flaş
famous,ünlü
famous,meşhur
fan,taraftar
fan,hayran
fan,yelpaze
fan,vantilatör
far,uzak
far,uzak
fare,yolcu
farewell,Allah'a ısmarladık
farewell,veda
farm,çiftlik
farmer,zurra'
farmer,ziraatçı
farmer,çiftçi
farmer,zari'
fascinating,etkileyici
fashion,moda
fast,hızlı
fast,oruç tutmak
fast,hızlı
fast,oruç tutmak
fast food,hazır
fat,yağ
fat,şişman
fat,yağ
fat,şişman
fate,kısmet
fate,takdir
fate,kader
father,baba
father,ata
father,peder
father-in-law,kayınbaba
father-in-law,kayınpeder
father-in-law,kaynata
fault,hata
fault,yanlış
fault,kusur
fax,faks
fax,faks
fear,korkmak
fear,ürkmek
fear,korku
fear,korkmak
fear,ürkmek
fear,korku
feather,tüy
feature,özellik taşımak
feature,baş rôlde oynamak
feature,özellik taşımak
feature,baş rôlde oynamak
February,şubat
feel,hissetmek
feel,hissetmek
feeling,duygusal
feeling,his
feeling,hassas
feeling,duyarlı
feeling,duygu
female,dişi
female,bayan
female,dişi
female,bayan
ferry,araba vapuru
ferry,feribot
ferryboat,araba vapuru
festival,festival
festival,şenlik
fever,sıcaklık
few,az
few,az
field,saha
field,kara
fierce,azgın
fierce,vahşi
fifteen,on beş
fifth,beşinci
fifty,elli
fight,savaşmak
fight,savaşmak
figurative,mecazi
figure,şekil
figure,çözmek
figure,şekil
figure,çözmek
file,törpü
file,eğe
file,dosya
file,törpü
file,eğe
file,dosya
film,zar
film,film
film,film çekmek
film,zar
film,film
film,film çekmek
final,son
final,son
finally,sonunda
finally,nihayet
find,bulmak
finger,parmak atmak
finger,parmak
finger,işaret etmek
fingernail,tırnak
finish,bitiş
finish,bitirmek
finish,bitiş
finish,bitirmek
fire,yangın
fire,ateş
fire,ateş etmek
fire,nar
fire,ocak
fire,yangın
fire,ateş
fire,ateş etmek
fire,nar
fire,ocak
fireplace,ocak
firework,havai fişek
firm,şirket
firm,berk
firm,sağlam
firm,şirket
firm,berk
firm,sağlam
first,birinci
first,ilk
first,birinci
first,ilk
first name,ad
fish,balık
fish,balık
fisherman,balıkçı
fit,uymak
fit,uydurmak
fit,uymak
fit,uydurmak
fit,uymak
fit,uydurmak
five,beş
flag,sancak
flag,bayrak
flame,alev
flat,düz
flat,düz
flat,düz
flaw,hata
flaw,çizik
flaw,çatlak
flaw,kusur
flawless,kusursuz
flax,keten
flea,pire
flexibility,esneklik
flexibility,elastikiyet
flock,sürü
flood,sel
flood,sel
floor,taban
floor,yer
floor,zemin
floor,kat
flour,un
flower,çiçeklenmek
flower,çiçek
flu,grip
fluid,akışkan
flute,sipsi
flute,flavta
flute,flüt
flute,zurna
fly,kaçmak
fly,şık
fly,sinek
fly,uçuş
fly,uçmak
fly,kaçmak
fly,şık
fly,sinek
fly,uçuş
fly,uçmak
fog,duman
fog,sis
foggy,sisli
follow,izlemek
follow,takip etmek
following,sonra
following,sonra
food,besin
food,yemek
food,aş
food,yiyecek
fool,budala
fool,aptal
fool,avanak
fool,andaval
fool,moron
fool,amsalak
fool,andavallı
fool,ahmak
fool,budala
fool,aptal
fool,avanak
fool,andaval
fool,moron
fool,amsalak
fool,andavallı
fool,ahmak
foolish,süzme
foolish,amsalak
foolish,dingil
foolish,bagas
foolish,salak
foot,ayak
football,futbol topu
football,futbol
football,Amerikan futbolu
footballer,topçu
footballer,futbolcu
for,için
for,için
forbidden,yasak
forbidden,yok
forehead,alın
foreign,yabancı
foreigner,ecnebi
foreigner,yat
foreigner,yabancı
forest,orman
forest,ormanlaştırmak
forest,ağaçlandırmak
forever,sonsuza dek
forever,sonsuza kadar
forget,unutmak
forgive,affetmek
forgive,bağışlamak
fork,çatal
form,biçim
form,form
form,kip
form,biçim
form,form
form,kip
former,önceki
former,eski
former,önce
former,ilk
formula,formül
fortune,uğur
fortune,servet
fortune,baht
forty,kırk
forward,göndermek
forward,öne
forward,sevk etmek
forward,olası
forward,ön
forward,yollamak
forward,ileriye
forward,müstakbel
forward,ileri
foul,faul
found,kurmak
found,temel atmak
foundation,kurum
foundation,kāide
foundation,fondöten
foundation,yardım kurumu
foundation,temel
foundation,kuruluş
foundation,vakıf
fountain,çeşme
four,dört
fourteen,on dört
fox,tilki
frame,çerçevelemek
frame,çerçevelemek
freak,ucube
freak,manyak
free,boş
free,zorunsuz
free,serbest bırakmak
free,ücretsiz
free,serbest
free,özgür
free,bedava
free,engellenmemiş
free,gevşek
free,boş
free,zorunsuz
free,serbest bırakmak
free,ücretsiz
free,serbest
free,özgür
free,bedava
free,engellenmemiş
free,gevşek
free,boş
free,zorunsuz
free,serbest bırakmak
free,ücretsiz
free,serbest
free,özgür
free,bedava
free,engellenmemiş
free,gevşek
freedom,özgürlük
freedom,fırsat
freedom,hürriyet
freeze,donmak
freeze,dondurmak
freezing,donma
frequent,sıkça
fresh,taze
fresh,körpe
Friday,cuma
friend,aziz
friend,dost
friend,arkadaş
friend,ahbab
friend,erkek arkadaş
friend,kız arkadaş
friend,sevgili
friend,ahbap
friendship,dostluk
friendship,arkadaşlık
frigate,fırkateyn
fright,korku
frightening,korkutucu
frightening,korkunç
frog,kurbağa
from,-tan
from,-den
from,-ten
from,-dan
front,ön
front,ön
frost,buzlanmak
frost,don
frost,ayaz
frost,kırağı
frugal,tutumlu
fruit,yemiş
fruit,meyve
frying pan,tava
full,dolu
full,tok
full stop,nokta
fume,tütmek
fume,duman
fume,köpürmek
fume,is
fume,kül
fun,eğlence
fun,eğlence
functional,işlevsi
functional,işlevsel
functional,fonksiyonel
fundamental,esas
funeral,cenaze
funny,komik
funny,tuhaf
fur,kürk
furious,azgın
furnish,donatmak
furnish,techiz etmek
furniture,mobilya
furniture,möble
further,daha
further,daha
future,yarın
future,gelecek
future,yarın
future,gelecek
gain,kazanmak
gain,fayda
gain,kazanmak
gain,fayda
gallon,galon
game,oyun
gang,çete
gang,tayfa
gangster,çeteci
gangster,gangster
garage,servis
garage,garaj
garbage,zibil
garbage,çöp
garbage,süprüntü
garden,park
garden,arka bahçe
garden,ön bahçe
garden,bahçe
gardener,bahçıvan
garlic,sarımsak
gate,kapı
gather,derlemek
gather,buluşmak
gather,biriktirmek
gather,toplanmak
gather,devşirmek
gather,çıkarmak
gather,almak
gather,çıkarsamak
gather,toplamak
gay,canlı
gay,ibne
gay,homo
gay,renkli
gay,yumuşak
gay,şen
gay,iç açıcı
gay,parlak
gay,top
gay,homoseksüel
gay,neşeli
gay,gey
gaze,nazar
gear,vites
gee,ge
gender,cins
gender,cinsiyet
generally,genellikle
generation,zürriyet
generation,jenerasyon
generous,cömert
genuine,gerçek
genuine,asli
genuine,orijinal
gesture,kol hareketi
gesture,baş hareketi
gesture,işaret
gesture,el hareketi
gesture,jest
gesture,el kol hareketi
get,elde etmek
get,olmak
get,almak
get,ele geçirmek
get,anlamak
ghost,hortlak
ghost,hayalet
ghost,ruh
gift,kabiliyet
gift,hediye
gift,yetenek
gift,armağan
ginger,kızıl
ginger,zencefil
giraffe,zürafa
girl,kız
give,vermek
glide,süzülmek
global,küresel
global warming,küresel ısınma
globe,küre
globe,yerküre
gloomy,hüzünlü
gloomy,elemli
gloomy,kasvetli
gloomy,mağmum
glorious,şanlı
glorious,aziz
glove,eldiven
go,gitmek
go,gitmek
goal,gol
goal,amaç
goal,kale
goalkeeper,kaleci
goat,keçi
god,ilah
god,tapilacak sey
god,yapmacik tanri
god,heykel
god,put
god,Ustun guc
god,tanrı
goddess,tanrıça
goddess,ilahe
golf,golf
golfer,golfçü
good,iyi
good,fayda
good,dayı
good,şerbet gibi
good,iyi
good,fayda
good,dayı
good,şerbet gibi
good afternoon,tünaydın
good afternoon,iyi öğlenler
good afternoon,iyi günler
good morning,iyi sabahlar
good morning,günaydın
good night,iyi geceler
goodness,iyilik
goods,mal
goods,eşya
gorge,boğaz
gorgeous,muhteşem
gorilla,goril
gossip,çene çalmak
gossip,dedikodu yapmak
gossip,dedikoducu
gossip,dedikodu
gossip,çene çalmak
gossip,dedikodu yapmak
gossip,dedikoducu
gossip,dedikodu
government,hükûmet
grab,yakalamak
grab,ele geçirmek
grace,zarafet
grace,görgü
grace,şükran duâsı
grace,şükran duası
grace,merhamet
grace,incelik
grace,zarâfet
grace,lutuf
grace,ertelenme süresi
graceful,ağırbaşlı
graceful,vakur
graceful,ince
graceful,zarif
graduation,mezuniyet
graduation,mezuniyet töreni
grammar,dil bilgisi
grammar,gramer kitabı
grammar,dilbilgisi
grammar,dil bilgisi kitabı
grammar,gramer
grand,büyük
grandchild,torun
granddaughter,kız torun
granddaughter,torun
grandfather,büyük baba
grandfather,dede
grandmother,nene
grandmother,büyükanne
grandmother,nine
grandson,torun
grandson,erkek torun
grant,bahşetmek
grant,bağışlamak
grant,ihsan etmek
grant,vermek
grant,bahşetmek
grant,bağışlamak
grant,ihsan etmek
grant,vermek
grape,asma
grape,misket
grape,üzüm
grasp,kavramak
grasp,kapmak
grass,çimen
grass,ot
grass,çim
gratitude,şükür
grave,mezar
grave,kabir
gravy,etsuyu
great,ulu
greatness,büyüklük
greedy,doyumsuz
green,toy
green,acemi
green,ham
green,yeşil
green,toy
green,acemi
green,ham
green,yeşil
greenhouse,sera
grieve,üzmek
grieve,üzülmek
grill,ızgara
grill,gril
grill,ızgara
grill,gril
groom,seyis
groom,damat
gross,iğrenç
ground,dip
group,grup
group,grup
grow,büyümek
guarantee,güvence
guarantee,kefil
guarantee,teminat
guarantee,garanti
guarantee,güvence
guarantee,kefil
guarantee,teminat
guarantee,garanti
guest,misafir
guest,konuk
guidance,kılavuzluk
guidance,rehberlik
guide,rehber
guide,rehber
guilt,suç
guilty,suçlu
guitar,gitar
gum,kauçuk
gum,dişeti
habit,adet
habitat,habitat
hail,dolu
hair,tüy
hair,saç
hair,kıl
haircut,tıraş
haircut,saç tıraşı
hairdresser,berber
hairdresser,kuaför
hairy,kıllı
hairy,postlu
hairy,kürklü
half,yarım
half,buçuk
half,yarım
half,buçuk
half,yarım
half,buçuk
half,yarım
half,buçuk
hall,salon
hall,hol
hall,koridor
hamburger,hamburger köftesi
hamburger,hamburger
hammer,çekiçlemek
hammer,çekiç
hammer,çekiçlemek
hammer,çekiç
hand,gemici
hand,el
hand,avuç dolusu
hand,gemici
hand,el
hand,avuç dolusu
handball,hentbol topu
handball,hentbol
handicap,özür
handicap,engel
handkerchief,mendil
handle,kol
handle,becermek
handle,kol
handle,becermek
handrail,tırabzan
handsome,yakışıklı
happen,meydana gelmek
happen,yer bulmak
happen,olmak
happiness,saadet
happiness,mutluluk
happy,şen
happy,şanslı
happy,mutlu
hard,güç
hard,sağlam
hard,sert
hard,berk
hard,çetin
hard,zor
hard,kıyın
hard,güç
hard,sağlam
hard,sert
hard,berk
hard,çetin
hard,zor
hard,kıyın
hard drive,sabit disk
hardship,zorluk
hardware,donanım
hard-working,çalışkan
harmful,zararlı
harmony,makam
harmony,uyum
harmony,armoni
harmony,ahenk
harness,koşum
harvest,hasat
harvest,rekolte
harvest,hasıla
harvest,tereke
hasty,aceleci
hat,başlık
hat,şapka
hate,nefret
hate,nefret etmek
hate,nefret
hate,nefret etmek
hatred,nefret
have,sahip olmak
have,etc.''
hay,kuru ot
hay,saman
he,o
head,baş
head,kafa
head,ser
head,baş
head,kafa
head,ser
headache,baş ağrısı
headache,başağrısı
health,sağlık
healthy,sağlıklı
healthy,sağlam
healthy,salim
heap,öbek
heap,sürü
heap,öbek
heap,sürü
hear,duymak
hear,işitmek
heart,yürek
heart,göbek
heart,kupa
heart,gönül
heart,kalp
heart attack,miyokardiyal enfarktüs
heart attack,miyokard enfarktüs
heart attack,kalp krizi
heat,ısı
heat,ısı
heater,ısıtıcı
heaven,gökyüzü
heaven,cennet
heavy,ağır
heel,topuk
helicopter,helikopter
hell,cehennem
hell,tamu
hello,merhaba
hello,efendim
hello,alo
helmet,kask
help,yardım
help,yardım etmek
help,yardım
help,yardım etmek
helpless,aciz
helpless,çaresiz
hemp,kendir
hemp,kenevir
her,onun
her,onu
her,onun
her,onu
herb,ot
herd,sürü
here,işte
here,buraya
here,bura
here,burada
here,burası
heritage,anane
heritage,miras
heritage,görenek
heritage,gelenek
heritage,adet
hero,kahraman
hero,alp
hero,şampiyonlar
hero,şampiyon
hero,başkahraman
hero,rol modeli
hesitate,kararsız kalmak
hesitate,çekinmek
hey,bre
hi,merhaba
hi,selam
high,uzun
high,yüksek
high,uzun
high,yüksek
high school,lise
hill,tepe
him,onu
him,ona
hint,ima
hip,kalça
his,onun
his,onun
historian,tarihçi
historic,tarihsel
historic,tarihî
historical,tarihsel
historical,tarihî
history,tarih
hobby,merak
hobby,hobi
hockey,hokey
hold,tutmak
hold,tutmak
holder,kap
hole,delik
hole,çukur
holiday,bayram
holiday,tatil
holy,kutsal
home,yurt
home,eve doğru
home,evde
home,vatan
home,eve
home,ev
home,yurt
home,eve doğru
home,evde
home,vatan
home,eve
home,ev
homework,ödev
homework,ev ödevi
honest,dürüst
honest,ak
honesty,dürüstlük
honey,bal rengi
honey,bal
hook,kanca
hook,kanca
hope,ummak
hope,ümit
hope,ümit etmek
hope,umut
hope,umut etmek
hope,ummak
hope,ümit
hope,ümit etmek
hope,umut
hope,umut etmek
hopeful,umutlu
hopeful,ümitli
hopefully,ümitle
hopefully,umutla
hopefully,inşallah
hopeless,ümitsiz
hopeless,nevmit
hopeless,umutsuz
horn,boynuz
horrible,berbat
horrible,korkunç
horror,dehşet
horror,yılgı
horror,korku
horse,beygir
horse,at
horse,kasa
horse,eroin
hospitable,misafirperver
hospital,hastane
hospitality,konukseverlik
hospitality,misafirperverlik
hospitality,mihmandarlık
hostel,yurt
hot,acı
hot,sıcak
hot,çekici
hot,acılı
hotel,otel
hour,saat
house,dar
house,hane
house,barındırmak
house,hanedan
house,ev
housekeeper,ev hanımı
housekeeper,idareci
how,ne kadar
how,nasıl
however,ancak
however,bununla birlikte
however,fakat
however,ama
hug,sarılma
hug,sarılmak
hug,sarılma
hug,sarılmak
huge,iri
huge,kocaman
huge,dev
human,insan
human,insanoglu
human,insan
human,insanoglu
human rights,insan hakları
humanity,insanlık
humble,gönülsüz
humid,rutubetli
humid,nemli
hundred,yüz
hunger,açlık
hungry,aç
hunt,avlamak
hunt,av
hunt,avlamak
hunt,av
hunter,av köpeği
hunter,avcı
hunting,av
hurt,acımak
hurt,ağrımak
hurt,acıtmak
hurt,ağrıtmak
hurt,acımak
hurt,ağrımak
hurt,acıtmak
hurt,ağrıtmak
husband,özenle kullanmak
husband,eş
husband,koca
husband,ayvaz
husband,korumak
hut,kulübe
hybrid,melez
I,ben
ice,ayaz
ice,buz
ice cream,dondurma
ice hockey,buz hokeyi
icy,buzlu
ID,kimlik
ID card,kimlik
ID card,nüfus cüzdanı
ID card,kimlik kartı
idea,fikir
idea,düşünce
ideal,ülkü
identity,kimlik
idiom,deyim
idiot,aptal
idiot,amsalak
idiot,budala
idiot,moron
idiot,salak
idle,miskin
if,fakat
if,-se
if,-sa
if,ise
if,eğer
ignorance,bilgisizlik
ignorance,cehalet
ill,kötü
ill,hasta
illegal,yasa dışı
illness,hastalık
illustration,illüstrasyon
illustration,resim
illustration,çizim
illustration,açıklama
illustration,örnekleme
imaginary,sanal
imaginary,hayalî
imagination,hayal gücü
immediately,hemen
immediately,demin
immigrant,göçmen
immigration,göç
immortal,ölümsüz
immortality,ölümsüzlük
impact,etki
impair,azaltmak
impair,zayıflatmak
impair,sınırlamak
impair,kötüleştirmek
impair,zarar vermek
imperative,zorunlu
imperative,emir
imperative,mecburi
implement,araç
implement,araç
implication,ima
implication,bulaştırma
implication,dolaylı anlatım
implication,istidlal
implication,akıl yürütme
implication,gerektirme
important,mühim
important,önemli
impossible,imkansız
impossible,imkânsız
impossible,olanaksız
impress,etkilemek
impressive,etkileyici
improper,uygunsuz
improper,yakışıksız
improper,yanlış
improve,düzeltmek
in,-da
in,içinde
in,-da
in,içinde
inadequate,kıt
inadequate,az
inadequate,yetersiz
inanimate,cansız
inanimate,ölü
incense,tütsü
inch,inç
inch,inç
include,dahil etmek
include,içermek
incorrect,yanlış
increase,artma
increase,gelişme
increase,büyümek
increase,çoğalmak
increase,çoğalma
increase,yükselme
increase,yükselmek
increase,artış
increase,artmak
increase,kar
increase,kâr
increase,kar etmek
increase,büyüme
increase,arttırmak
increase,kâr etmek
increase,gelişmek
increase,artma
increase,gelişme
increase,büyümek
increase,çoğalmak
increase,çoğalma
increase,yükselme
increase,yükselmek
increase,artış
increase,artmak
increase,kar
increase,kâr
increase,kar etmek
increase,büyüme
increase,arttırmak
increase,kâr etmek
increase,gelişmek
incredible,şaşırtıcı
incredible,inanılmaz
incredible,olağanüstü
indefinite article,belirsiz artikel
indefinite article,belirsiz tanımlık
independence,bağımsızlık
independence,istiklal
index,indeks
index,fihrist
index,dizin
indicate,işâret etmek
indicate,belirtmek
indicate,işaret etmek
indicate,göstermek
indispensable,istisnasiz
indispensable,zaruri
